PCODE,HIT_VEL,HIT_ANG_VER,R,RBI,NAME,GYEAR,GAMENUM,PA,AB,BA,HIT,HR,TOTB,SLG,SF,BB,KK,IB,HP,GD,AGE_VA,OBP,OPS
77248,140.94,23.0,25.0,27.0,오재원,2020,85,174,155,0.232,36,5,60,0.387,2,16,49,0,0,3,35,0.30057803468208094,0.687578034682081
77463,140.38,16.4,11.0,24.0,채태인,2020,71,189,160,0.281,45,7,71,0.444,0,29,33,2,0,4,37,0.3915343915343915,0.8355343915343916
77532,142.22,11.6,98.0,85.0,손아섭,2020,141,611,540,0.352,190,11,266,0.493,7,61,56,4,2,9,32,0.41475409836065574,0.9077540983606558
77564,136.05,20.6,29.0,47.0,김민성,2020,87,333,297,0.266,79,5,114,0.384,4,24,66,2,4,8,31,0.3252279635258359,0.7092279635258358
78122,136.45,14.7,16.0,18.0,김태군,2020,80,131,113,0.292,33,1,42,0.372,1,6,14,0,4,3,30,0.3467741935483871,0.7187741935483871
78135,139.09,19.05,41.0,50.0,이형종,2020,81,323,287,0.296,85,17,157,0.547,2,27,61,1,7,7,31,0.3684210526315789,0.9154210526315789
78168,138.18,12.7,79.0,52.0,서건창,2020,135,595,484,0.277,134,5,187,0.386,10,91,58,1,5,8,30,0.3898305084745763,0.7758305084745762
78217,136.61,14.0,28.0,12.0,김용의,2020,101,75,70,0.271,19,1,25,0.357,1,3,15,0,0,2,34,0.2972972972972973,0.6542972972972974
78224,152.01,14.3,82.0,113.0,김재환,2020,140,614,516,0.266,137,30,255,0.494,6,91,154,3,1,14,31,0.3729641693811075,0.8669641693811074
78288,135.94,14.3,46.0,36.0,최재훈,2020,126,389,339,0.301,102,3,130,0.383,0,29,44,0,16,7,30,0.3828125,0.7658125
78513,144.57,14.6,95.0,96.0,전준우,2020,143,628,562,0.279,157,26,271,0.482,3,52,79,0,8,21,34,0.3472,0.8291999999999999
78548,137.8,15.7,39.0,79.0,장성우,2020,130,455,400,0.278,111,13,165,0.413,6,38,64,0,1,15,30,0.33707865168539325,0.7500786516853932
78603,139.46,9.8,42.0,37.0,김선빈,2020,85,351,303,0.33,100,1,122,0.403,5,40,43,0,2,12,30,0.4057142857142857,0.8087142857142857
78629,138.435,23.049999999999997,73.0,92.0,나지완,2020,137,556,468,0.291,136,17,208,0.444,6,64,114,1,18,6,35,0.3920863309352518,0.8360863309352518
78643,137.805,19.3,12.0,10.0,백용환,2020,52,107,91,0.22,20,5,39,0.429,0,15,29,0,0,2,31,0.330188679245283,0.759188679245283
78756,131.87,11.6,17.0,17.0,오선진,2020,93,222,197,0.234,46,2,56,0.284,0,16,39,0,3,10,31,0.30092592592592593,0.5849259259259258
78813,138.16,19.4,10.0,13.0,모창민,2020,62,149,136,0.301,41,2,61,0.449,2,8,22,1,1,5,35,0.3401360544217687,0.7891360544217687
79109,145.13,15.5,95.0,71.0,오지환,2020,141,591,527,0.3,158,10,243,0.461,5,45,116,1,9,4,30,0.36177474402730375,0.8227747440273038
79150,135.69,13.95,50.0,30.0,정주현,2020,134,371,328,0.247,81,4,111,0.338,2,29,63,0,3,6,29,0.31215469613259667,0.6501546961325967
79192,143.87,16.5,59.0,88.0,채은성,2020,109,464,416,0.293,122,15,188,0.452,7,32,69,1,9,12,30,0.35129310344827586,0.8032931034482759
79215,145.19,18.25,103.0,70.0,박건우,2020,129,551,487,0.304,148,14,230,0.472,7,42,65,2,12,9,29,0.3686131386861314,0.8406131386861313
79231,138.89999999999998,10.1,84.0,59.0,정수빈,2020,141,559,490,0.298,146,5,194,0.396,5,55,56,3,2,10,29,0.3677536231884058,0.7637536231884059
79240,137.835,14.399999999999999,70.0,58.0,허경민,2020,117,487,437,0.332,145,7,193,0.442,7,35,28,2,5,10,29,0.3822314049586777,0.8242314049586776
79290,145.455,19.35,10.0,17.0,국해성,2020,46,94,86,0.233,20,3,30,0.349,1,6,21,2,1,2,30,0.2872340425531915,0.6362340425531915
79334,135.61,20.8,1.0,2.0,장영석,2020,11,37,31,0.129,4,0,4,0.129,1,4,7,0,1,3,30,0.24324324324324326,0.37224324324324326
79365,141.18,13.7,45.0,50.0,박동원,2020,112,372,324,0.25,81,12,138,0.426,2,38,68,0,6,10,30,0.33783783783783783,0.7638378378378379
79402,136.72,12.149999999999999,71.0,47.0,김상수,2020,120,471,404,0.304,123,5,162,0.401,2,55,55,1,8,16,30,0.39658848614072495,0.797588486140725
79456,132.36,8.1,22.0,36.0,이지영,2020,101,289,262,0.309,81,0,95,0.363,1,19,28,1,4,8,34,0.36363636363636365,0.7266363636363636
79608,135.71,15.6,49.0,54.0,안치홍,2020,124,460,412,0.286,118,8,170,0.413,2,35,47,2,7,11,30,0.3508771929824561,0.7638771929824562
