PCODE,HIT_VEL,HIT_ANG_VER,R,RBI,NAME,GYEAR,GAMENUM,PA,AB,BA,HIT,HR,TOTB,SLG,SF,BB,KK,IB,HP,GD,AGE_VA,OBP,OPS
78288,140.21,11.6,47.0,31.0,최재훈,2019,135,451,373,0.29,108,3,135,0.362,4,56,61,0,14,9,29,0.3982102908277405,0.7602102908277405
78361,135.695,16.0,8.0,8.0,전민수,2019,75,106,96,0.24,23,0,30,0.313,0,9,18,0,0,4,30,0.3047619047619048,0.6177619047619047
78513,144.41,12.3,85.0,83.0,전준우,2019,141,606,545,0.301,164,22,262,0.481,7,46,71,2,7,19,33,0.3586776859504132,0.8396776859504131
78548,140.57,13.55,25.0,41.0,장성우,2019,127,413,366,0.262,96,7,124,0.339,6,35,86,2,2,11,29,0.3251833740831296,0.6641833740831296
78603,134.58,11.9,55.0,40.0,김선빈,2019,121,447,394,0.292,115,3,146,0.371,4,43,26,0,1,7,29,0.3597285067873303,0.7307285067873304
78629,138.54500000000002,26.85,12.0,17.0,나지완,2019,56,153,129,0.186,24,6,47,0.364,2,19,37,1,3,3,34,0.3006535947712418,0.6646535947712418
78643,145.43,26.2,3.0,6.0,백용환,2019,28,51,47,0.234,11,2,19,0.404,0,3,14,0,1,0,30,0.29411764705882354,0.6981176470588235
78756,134.25,15.0,37.0,36.0,오선진,2019,122,453,392,0.224,88,3,113,0.288,3,38,72,0,10,8,30,0.30699774266365687,0.5949977426636568
78813,137.435,18.2,49.0,55.0,모창민,2019,101,386,341,0.305,104,10,159,0.466,11,31,62,1,3,8,34,0.35751295336787564,0.8235129533678757
79109,144.845,14.95,63.0,53.0,오지환,2019,134,547,473,0.252,119,9,179,0.378,3,57,113,1,7,7,29,0.3388888888888889,0.7168888888888889
79113,135.15,36.6,7.0,6.0,문선재,2019,29,61,49,0.163,8,3,17,0.347,2,9,18,0,1,0,29,0.29508196721311475,0.6420819672131147
79150,135.235,10.55,53.0,27.0,정주현,2019,129,425,376,0.231,87,2,116,0.309,1,31,91,0,1,10,28,0.29095354523227385,0.5999535452322738
79192,141.485,14.6,59.0,72.0,채은성,2019,128,514,470,0.315,148,12,204,0.434,8,24,67,1,12,9,29,0.35797665369649806,0.7919766536964981
79198,122.67500000000001,20.4,6.0,5.0,윤진호,2019,106,62,59,0.102,6,1,11,0.186,0,1,13,0,0,0,33,0.11666666666666667,0.30266666666666664
79215,142.51,13.5,83.0,64.0,박건우,2019,127,537,458,0.319,146,10,213,0.465,11,60,57,0,7,23,28,0.39738805970149255,0.8623880597014926
79231,135.47,11.7,75.0,41.0,정수빈,2019,123,513,441,0.265,117,0,146,0.331,5,57,60,0,6,6,28,0.35363457760314343,0.6846345776031435
79240,137.37,13.0,71.0,60.0,허경민,2019,133,540,475,0.288,137,4,176,0.371,11,34,36,2,17,16,28,0.3500931098696462,0.7210931098696463
79290,131.13,23.4,2.0,2.0,국해성,2019,21,41,35,0.171,6,0,9,0.257,0,5,13,0,1,3,29,0.2926829268292683,0.5496829268292682
79334,136.3,12.7,41.0,62.0,장영석,2019,119,413,372,0.247,92,7,128,0.344,5,27,77,0,9,14,29,0.3099273607748184,0.6539273607748184
79365,139.92,15.0,50.0,55.0,박동원,2019,112,361,317,0.297,94,10,141,0.445,1,34,56,0,2,10,29,0.3672316384180791,0.8122316384180791
79402,136.07999999999998,12.1,76.0,38.0,김상수,2019,129,543,468,0.271,127,5,166,0.355,4,50,67,1,15,14,29,0.3575418994413408,0.7125418994413408
79456,132.25,3.7,40.0,39.0,이지영,2019,106,331,308,0.282,87,1,97,0.315,1,15,28,1,1,14,33,0.3169230769230769,0.6319230769230769
79465,139.405,18.7,5.0,7.0,배영섭,2019,30,80,71,0.225,16,0,17,0.239,1,6,15,0,2,0,33,0.3,0.5389999999999999
79530,128.05,8.4,1.0,5.0,양종민,2019,18,49,44,0.136,6,0,8,0.182,1,2,15,0,0,3,28,0.1702127659574468,0.35221276595744677
79608,138.8,9.5,45.0,49.0,안치홍,2019,105,408,362,0.315,114,5,149,0.412,5,40,37,1,1,9,29,0.3799019607843137,0.7919019607843136
79705,134.8,27.1,7.0,18.0,김회성,2019,58,117,104,0.231,24,3,37,0.356,1,11,24,0,0,1,33,0.3017241379310345,0.6577241379310345
