PCODE,HIT_VEL,HIT_ANG_VER,R,RBI,NAME,GYEAR,GAMENUM,PA,AB,BA,HIT,HR,TOTB,SLG,SF,BB,KK,IB,HP,GD,AGE_VA,OBP,OPS
79215,141.49,12.3,79.0,84.0,박건우,2018,125,529,488,0.326,159,12,231,0.473,2,28,65,1,10,14,27,0.3731060606060606,0.8461060606060606
79231,133.21,13.6,20.0,23.0,정수빈,2018,26,112,98,0.367,36,2,46,0.469,2,11,13,0,1,1,27,0.42857142857142855,0.8975714285714285
79240,138.9,12.5,85.0,79.0,허경민,2018,133,577,516,0.324,167,10,237,0.459,8,32,52,0,16,15,27,0.3758741258741259,0.8348741258741259
79300,116.19999999999999,3.4,4.0,0.0,김지수,2018,47,39,34,0.147,5,0,5,0.147,0,5,15,0,0,2,31,0.2564102564102564,0.4034102564102564
79334,132.18,16.9,24.0,25.0,장영석,2018,93,221,196,0.224,44,7,80,0.408,0,23,61,0,2,2,28,0.31221719457013575,0.7202171945701357
79365,140.74,18.1,19.0,17.0,박동원,2018,39,128,117,0.248,29,6,50,0.427,0,9,25,1,0,3,28,0.30158730158730157,0.7285873015873016
79402,134.975,10.15,63.0,50.0,김상수,2018,122,499,453,0.263,119,10,164,0.362,3,27,91,0,8,11,28,0.3136456211812627,0.6756456211812627
79456,123.685,7.75,31.0,19.0,이지영,2018,90,203,178,0.343,61,2,77,0.433,0,15,27,1,4,3,32,0.40609137055837563,0.8390913705583756
79465,134.515,6.9,15.0,13.0,배영섭,2018,69,168,147,0.245,36,0,42,0.286,0,16,35,2,3,2,32,0.3313253012048193,0.6173253012048192
79608,138.555,15.7,88.0,118.0,안치홍,2018,130,549,494,0.342,169,23,278,0.563,9,36,57,1,10,13,28,0.39162112932604737,0.9546211293260474
79705,138.88,18.2,15.0,17.0,김회성,2018,58,102,85,0.259,22,4,39,0.459,0,11,26,0,3,3,32,0.36363636363636365,0.8226363636363636
99606,142.02,9.1,22.0,28.0,정성훈,2018,88,205,183,0.295,54,4,77,0.421,1,16,49,1,5,5,38,0.36585365853658536,0.7868536585365853
99810,138.38,10.4,40.0,39.0,이진영,2018,110,312,283,0.318,90,3,118,0.417,3,25,35,1,0,3,38,0.36977491961414793,0.7867749196141479
